text,text_processed
Hay que tener cual de no pasarse él desvío en la A-6030,tener no pasarse desvio 6030
Hay que pasar por debajo de la carretera por un túnel,pasar debajo carretera tunel
Y está a 5' de Jaén,5 jaen
Yo lo recomiendo,recomiendo
Buen camping,buen camping
"Paramos una noche con una furgo camper, regentado por una familia que sabe de campings",paramos noche furgo camper regentado familia sabe campings
"Ambiente tranquilo en plena naturaleza, todo muy limpio y buena piscina",ambiente tranquilo plena naturaleza limpio buena piscina
"Fuimos muy bien atendidos en su cafeteria, recomendado",bien atendidos cafeteria recomendado
"Hermosa ubicación, personal amable",hermosa ubicacion personal amable
"No es un sitio nuevo, pero está limpio y con instalaciones adecuadas",no sitio nuevo limpio instalaciones adecuadas
"Las vistas son preciosas, el personal es muy amable y servicial, y la piscina es tranquila",vistas preciosas personal amable servicial piscina tranquila
"Es bastante pequeño, por lo que los emplazamientos están cerca del edificio principal con todas las instalaciones habituales",bastante pequeno emplazamientos cerca edificio principal todas instalaciones habituales
El restaurante sacará pollos cocinados en las premisas como pedido anticipado y paella casera,restaurante sacara pollos cocinados premisas pedido anticipado paella casera
Buen camping,buen camping
"Paramos una noche con una furgo camper, regentado por una familia que sabe de campings",paramos noche furgo camper regentado familia sabe campings
"Ambiente tranquilo en plena naturaleza, todo muy limpio y buena piscina",ambiente tranquilo plena naturaleza limpio buena piscina
"Fuimos muy bien atendidos en su cafeteria, recomendado",bien atendidos cafeteria recomendado
"Hermosa ubicación, personal amable",hermosa ubicacion personal amable
"No es un sitio nuevo, pero está limpio y con instalaciones adecuadas",no sitio nuevo limpio instalaciones adecuadas
"Las vistas son preciosas, el personal es muy amable y servicial, y la piscina es tranquila",vistas preciosas personal amable servicial piscina tranquila
"Es bastante pequeño, por lo que los emplazamientos están cerca del edificio principal con todas las instalaciones habituales",bastante pequeno emplazamientos cerca edificio principal todas instalaciones habituales
El restaurante sacará pollos cocinados en las premisas como pedido anticipado y paella casera,restaurante sacara pollos cocinados premisas pedido anticipado paella casera
Buen camping,buen camping
"Paramos una noche con una furgo camper, regentado por una familia que sabe de campings",paramos noche furgo camper regentado familia sabe campings
"Ambiente tranquilo en plena naturaleza, todo muy limpio y buena piscina",ambiente tranquilo plena naturaleza limpio buena piscina
"Fuimos muy bien atendidos en su cafeteria, recomendado",bien atendidos cafeteria recomendado
"Hermosa ubicación, personal amable",hermosa ubicacion personal amable
"No es un sitio nuevo, pero está limpio y con instalaciones adecuadas",no sitio nuevo limpio instalaciones adecuadas
"Las vistas son preciosas, el personal es muy amable y servicial, y la piscina es tranquila",vistas preciosas personal amable servicial piscina tranquila
"Es bastante pequeño, por lo que los emplazamientos están cerca del edificio principal con todas las instalaciones habituales",bastante pequeno emplazamientos cerca edificio principal todas instalaciones habituales
El restaurante sacará pollos cocinados en las premisas como pedido anticipado y paella casera,restaurante sacara pollos cocinados premisas pedido anticipado paella casera
Buen camping,buen camping
"Paramos una noche con una furgo camper, regentado por una familia que sabe de campings",paramos noche furgo camper regentado familia sabe campings
"Ambiente tranquilo en plena naturaleza, todo muy limpio y buena piscina",ambiente tranquilo plena naturaleza limpio buena piscina
"Fuimos muy bien atendidos en su cafeteria, recomendado",bien atendidos cafeteria recomendado
"Hermosa ubicación, personal amable",hermosa ubicacion personal amable
"No es un sitio nuevo, pero está limpio y con instalaciones adecuadas",no sitio nuevo limpio instalaciones adecuadas
"Las vistas son preciosas, el personal es muy amable y servicial, y la piscina es tranquila",vistas preciosas personal amable servicial piscina tranquila
"Es bastante pequeño, por lo que los emplazamientos están cerca del edificio principal con todas las instalaciones habituales",bastante pequeno emplazamientos cerca edificio principal todas instalaciones habituales
El restaurante sacará pollos cocinados en las premisas como pedido anticipado y paella casera,restaurante sacara pollos cocinados premisas pedido anticipado paella casera
"Hotel cómodo, algo alejado del centro",comodo alejado centro
"El hotel es antiguo, algo remozado",antiguo remozado
"La habitación que tuvimos, amplia, confortable",habitacion amplia confortable
Servicio amable,servicio amable
"No es para echar cohetes y, quizá, la calificación de 4 estrellas es excesiva",no echar cohetes quiza calificacion 4 estrellas excesiva
"Alejado del centro, tiene la ventaja de evitar el dédalo de calles en el que están situados otros hoteles más céntricos",alejado centro ventaja evitar dedalo calles situados hoteles centricos
Magnífica habitación ,magnifica habitacion
"Nos dieron una estupenda habitación, muy amplia, cómoda y bien amueblada en estilo clásico, en consonancia con el resto del hotel",dieron estupenda habitacion amplia comoda bien amueblada estilo clasico consonancia resto
"Desde luego, no es estilo minimalista",luego no estilo minimalista
"No me suelen gustar las moquetas en los hoteles, pero en este caso la moqueta era bastante nueva y se veía limpia",no suelen gustar moquetas hoteles caso moqueta bastante nueva veia limpia
"El baño, muy grande y bien equipado",bano grande bien equipado
"La cafetería, muy bien también",cafeteria bien
Se puede cenar a precio muy razonable,puede cenar precio razonable
El parking es bastante estrecho,parking bastante estrecho
Si vas con un coche grande puedes tener problemas porque si está muy ocupado hay muy poco sitio para maniobrar,vas coche grande puedes tener problemas ocupado sitio maniobrar
Lo que me decepcionó fue el desayuno,decepciono desayuno
No estaba a la altura de un 4 estrellas,no altura 4 estrellas
Muy poca variedad y a veces faltaban productos y había que estar pidiendo que los repusieran,poca variedad veces faltaban productos pidiendo repusieran
"El personal, atento y amable",personal atento amable
El hotel está a 25 minutos andando del centro…,25 minutos andando centro
Buen hotel y buena cafetería ,buen buena cafeteria
El hotel está en una situación interesante para coche o para tren,situacion interesante coche tren
Muy elegante con cierto tono vintage pero creo que justo,elegante cierto tono vintage creo justo
La habitación excelente y el su cafetería restaurante me he llevado una grata sorpresa,habitacion excelente cafeteria restaurante llevado grata sorpresa
Buena carta y tanto si revuelto como su tarta de queso muy sabrosos además de un servicio amable y rápido,buena carta revuelto tarta queso sabrosos ademas servicio amable rapido
Una experiencia por necesidad profesional pero muy grata en lo personal y eso hay que reconocerlo cuando pasa,experiencia necesidad profesional grata personal reconocerlo pasa
Tranquilidad,tranquilidad
"Buenas  habitaciones y baños impecables, situación a las afueras de Jaén muy tranquilo aparcamiento en las afueras con posibilidad debajo de tejado de chapa",buenas habitaciones banos impecables situacion afueras jaen tranquilo aparcamiento afueras posibilidad debajo tejado chapa
La única pega es la suciedad de la piscina que tenía insectos muertos y que no tuviese socorrista,unica pega suciedad piscina insectos muertos no socorrista
Buen hotel para pasar un par de noches,buen pasar par noches
Pasamos una sola noche en familia,pasamos sola noche familia
"El Trato fue excelente, buena calidad precio",trato excelente buena calidad precio
La piscina muy correcta y poco concurrida,piscina correcta concurrida
"La cama bastante cómoda, algo que se agradece muy mucho y que es difícil de encontrar",cama bastante comoda agradece dificil encontrar
Fácil aparcar justo frente al hotel,facil aparcar justo frente
"La mejor opción, no hay nada cerca mejor",mejor opcion no nada cerca mejor
"Este hotel es la mejor opción para alojarse en Jaen, no es ninguna maravilla pero no hay nada mejor cerca",mejor opcion alojarse jaen no ninguna maravilla no nada mejor cerca
"La habitación es amplia, moderna y muy bien insonorizada (no se escucha absolutamente nada ni de las habitaciones cercanas ni de la autovía que pasa por delante",habitacion amplia moderna bien insonorizada no escucha absolutamente nada habitaciones cercanas autovia pasa delante
"El aire acondicionado de la habitación va bien,calienta bastante y se puede encender, apagar y regular al gusto, pero como en la mayoría de los hoteles es bastante ruidoso",aire acondicionado habitacion va biencalienta bastante puede encender apagar regular gusto mayoria hoteles bastante ruidoso
"La cama es cómoda y grande, pero las almohadas son todas de espuma y muy malas nuestra habitacion era oncretamente nosotros teníamos la de matrimonio con cama extragrande: 90€ AD",cama comoda grande almohadas todas espuma malas habitacion oncretamente matrimonio cama extragrande 90 ad
"Cuando se refieren a ""parking gratuito"" quieren decir que hay una calle delante del hotel donde no hay que pagar, no penséis que es un parking del hotel ni que esté…",refieren parking gratuito quieren decir calle delante no pagar no penseis parking
Camas super cómodas,camas super comodas
"Lo mejor del hotel sin duda son sus habitaciones, en especial las camas que son super cómodas",mejor sin duda habitaciones especial camas super comodas
"En las habitaciones disponen de una amplia terraza, minibar, una TV bastante grande con acceso a la LIGA TV y un baño también bastante grande",habitaciones disponen amplia terraza minibar tv bastante grande acceso liga tv bano bastante grande
"Se ubica en la entrada de Jaén a las afueras, lo que hace necesario disponer de vehículo para llegar al centro",ubica entrada jaen afueras hace necesario disponer vehiculo llegar centro
